text,label
"Meet my cousin, Samantha Lou Who. #xmas2015 #xmasinwhoville…",17
"Hey Smiley face @ Akron, Ohio",5
Something new is coming #FATE #RTT2020 #Giorgia #shapohalf @ Texas Dreams Gymnastics,7
Welcome back henryrollinsofficial! @user punk icon henryrollinsofficial takes…,18
"Spring breakin with my babygirl @ ClearWater Beach ClearWater,…",16
"Lovely girl#lewiswedding #bridesmaids #mirelacasou @ Tampa, Fla",0
Change is good#danddsalon #duchessandduque #designdistrict #downtownmiami #jorgereyes…,0
"Stealing a kiss from the birthday girl, but she stole my heart first Happy Birthday to this…",1
What's 10 times 10? . It's kinda like that 11:11 make a wish shit to me. richforever #Workin…,15
Mandatory Disney World picture!! I wouldn't want to be anywhere…,1
Today was such a beautiful experience grateful for all these opportunities @ Roosevelt Island,7
Screenshot from my new video. Check out part 2 link in my bio. @ The Giant Bean Chicago,14
Happy birthday to my awesome son Eugene III,7
#selfie @ Disney Springs,6
"Yesterday was fun #halloween2k15 @ Lexington, Kentucky",5
"oh, how i've missed you @ Slickers",1
Love it when Danielle the barista says she saw me come in; my coffee was made quickly! (@ Starbucks),0
I Kacey Musgraves @ T-Mobile Arena,0
"It's a RUFF world, but they make Monday's a little better @ Athens,…",5
"~ church with welb ~ @ The Vineyard Church, Urbana",10
Having fun with the girls #LisasGoodbye #WeAreGonnaMissUBabe @user,9
When work outs you in the Christmas mood @ Aeropostale - Shoppes at…,17
"""@miakhalifa: Deadpool & Chill? I love her @user",1
"koi with the boy at work @ Blue Ridge Fish Hatchery, Inc.",0
@ Holiday Inn Express Hotel and Suites O'Hare,9
Tomorrow #fridaynightdelights velofellowgv with a special performance by @user promoting…,6
"Crackin myself up with these snapchat filters! @ Fayetteville, Arkansas",2
Setting the dynamics of spaces with aura rawglinka...#artist #aura #spaces #dynamic #actor…,10
Leah honestly have the best smile I've ever seen! #showmeyourteeth…,1
"(@ Empire State Building - @user in New York, NY)",6
One of two @user book covers heading to the U.K. Email info@rulegallery.com for inquiries…,3
Can't pass up a classic! We Lavender Honey! @ Carmela Ice Cream - Woodland Hills,13
"Chattanooga trip went purdy good @user @ Chattanooga, Tennessee",2
Happy birthday mommy ! @ Club Tequila,9
look for today's shoot ...#photoshoot #modeling #modeltest @ The Goat Farm Arts Center,1
In honor of those who have fallen @ Arlington National Cemetery,11
@user #bestfriendssticktogether I'm sick too *high five*,2
"Omg! Is this an original recipe, Hellz? RT @user You got me curious. Yummy I think",19
I wish I could come to Mass here every day. @ Basilica of Our Lady San Juan Del Valle,7
Glad I can take on U of M with you thoths @ Liberty Bowl Memorial Stadium,19
️Taking a lunch break with one of my biggest supporters... My daughter! It's take your kid to work…,0
"Sweet like candy to my soul @ Hocking Hills, Logan Ohio",0
First stop on the tour is @user tonight in Washington #weisscity #ustour @ Charlotte…,11
Making Beats with BeatBox Drums... #drums #summernamm2016 #music #beatboxdrums #beatbox…,2
@ Four Seasons Resort Palm Beach,8
I find solace in His creation and beauty #NoFilter #SimplyGorgeous @ Mount Dora Historic District,8
The happiest place on earth @ Disney's Magic Kingdom,7
Cousin I haven't seen @user since circa 2005 @ Hyatt…,13
@user Ooooooo I don't care (-:,2
If your not hip to Glazed Donuts in Deep Ellum you are definitely missing out! Last night we tried a…,19
Mondays suck but my best friend doesn't. Thanks for showing me Boston! …,13
I've got you & You got me.... I know you & you know me... We got telepathy @ Yankee Stadium,7
Last day in my favorite place #NYC #LibertyIsland @ Statue Of Liberty at Liberty Island,3
All smiles when I'm with him @ Westview High School,5
@user just killed the stage #BCMG2K16 @ Tailgaters Sports-Bar,4
State of the Union Address with the queen #isotu16 @ Brown Ballroom,11
"So much fun with these crazies #roomies @ Bakersfield, California",1
can't believe I just met Mac @ Concord Mills,8
@ Miss Rodeo Texas Contest,3
Let your #voice be heard! One #vote DOES count.... @ United States,11
When I tell y'all @user got a HIT... #FamilyMoneyMonday #NewMusic #NoOffDays…,4
How I feel when I get to paint. #paintwhereitaint #building #blueprint #nopaintfumes ( …,18
A superheroes holiday season! #christmaslights #urbanohraphy ##streetphotography #iphoneography…,17
#Repost @user with repostapp.・・・I always knew she was the Red Carpet type…,0
@ Cheesecake Factory,2
@ 1 Hotel South Beach,7
We're backkkkkkk @ Plug Uglies,19
Ah... colors of a perfect #LakeErie sunset #ocicgreatopportunity regram @user good…,1
DALE JR LETS GO @ Talladega Superspeedway,11
When you post on Instagram and the official Universal Orlando account comments on your stuff …,1
Good Morning. #newyear #november #now #holidays #linkinmybio #kattwilliamsface #sunday…,4
Today's beautiful mother of the bride! You are so beautiful inside and out Lisa #motb…,0
Successful night crabbing. #hoschbrothers #holidayweekend …,11
Ohio State all the way @ Wheeling Jesuit University,0
Me and my girl Shaundra! I'm so happy you came! @ Havana Social Club,0
My fave @ Maryville University,6
ain't nothin' 'bout me basic @ Midtown Manhattan,19
waiting wit my girl to get tf outta here @ Cincinnati,9
This makes my heart happy #townielife #home #foreverfriends @ Main St,0
I guess I stick my tongue out when I squat…,2
"Took my favorite people to see my favorite performer @ Cedar Falls,…",1
The feeling you get when you gotta use the bathroom n you nowhere near a bathroom,16
Thankful...Grateful...Blessed ϯ …,8
I'm most thankful of VTI for giving me you babes we're on to…,3
"The mountains were much more impressive from the airport.So long, Jackson Hole @ Jackson…",0
"So uhhhh. I got the COOLEST MUG EVER @ Bowmanville, Ontario",0
I'm free mr_diamond11 is a creep @ Most Worshipful Prince Hall Grand Lodge of NY,1
"Obama called me about how fresh I looked, I told him ""fasho nigga"" by censtudio #sexsymbol…",10
#Facts #CrispyNeverGoesOuttaStyle 3rd Chair Barbershop 1519 Pryor Rd Atl GA 30315…,15
To say I love these two the most is an understatement. @ Downtown Denver,7
Seester is in town @ Beaver's,0
Love my @user on @user Always a blast #gooddaycharlotte #fox46 #foxnews #empire…,9
My little family #dumanfinallyadked @ Eagle Creek Park at The Hideaway.,5
Who says the best man has to actually be a man? #wedding #dog…,5
Just keeping it #BonafideHustler #IGNeverMadeMe #KeepItPushin #MondayMotivation #KeepKeepinUp…,15
Such a beautiful day today @ High Rock,3
"It was a fun weekend #loveisthebestmedicine @ Kansas City, Kansas",0
Welcome #baby #12weeksold Queen to #salontexture #nu #kellogg is where #mommy & daddy met 7…,1
La-da-da-da-dahh It's the motherfucking D-O-double-G #bigtone @user,15
@user #blacksheep #upshow @user @ The Black Sheep,3
Thank you! Merry #TT ! BrooksCruiseSvc @user @user @user @user @user,17
"My boy @user did a fantastic job with is! Coming up next @ Los Angeles, California",2
Turnt thee Fukk up with Kellz last nite! Even went backstage to chop it up with him over UNLIMITED drinks #Kellz,15
️ @ University of Kentucky,12
"Afternoon drinks @ The Ritz-Carlton, Sarasota",5
"You and me bro #happynationalsiblingsday @ Wollman Rink, Central Park",0
I'd rather meet freedom than roam. : @user #35mm @ Scarborough Bluffs,10
"The city that dreams built. #losangeles #myplayground @ Los Angeles, California",7
"I got nothin' if I ain't got SANTA FE! @user @ Santa Fe, New Mexico",18
Hennythings Possible @ lilypad,4
"@ California City, California",0
THANKFUL for our awesome Dallas Chapter!2015 was a great year and we are looking forward to an…,0
March of Dimes - Women Of Distinction Luncheon Wearing dress from @user The…,1
@ The Peach Music Festival,6
Bryce Canyon National Park #brycecanyonnationalpark #utah#summer2016 #iphonephotography…,11
About last night @ Happy Ending NYC,6
About 30 people were staring at us as we were taking this picture #ItsBecauseWereHot @ Red…,14
Ugly Christmas Sweaters ain't just for humans #NukaBoy #Kota #Thunder #Wolfpack #SiberianHusky…,17
"well I know now honey, that I can't pretend. [10 km, 49:12] @user",7
Just two pink flamingos #spanishtownparade #mardigras2016 @ Spanish…,3
There Is Something About Alejando Saenz singing,1
"It really doesn't get, never will, ever be, much better than this #Love…",14
"I don't know who Ryan is but this is where I got married, so @ Orpheum Madison",0
It tells it all #hoesbelike #meninmakeup #men #mensfashion #makeup #makeupartist #makeover…,1
How about dress to impress? @user,19
"Its TOMORROW Come on by and have some fun with us. @ 2280 Antonio Ave Camarillo,CA 93010…",1
It was a perfect day yesterday! So happy for these newlyweds I can…,0
I Love New York @ Statue of Liberty at NYC,0
Love my Mama @ Phoenix Municipal Stadium,0
“@abbyykaitlyn_: THE HIGHSTEPPERS WERE SO GOOD ” no,1
"Poor Truck picking up 66 bags of fertilizer today June 6th, 2016 @ Cleveland, Tennessee",2
"What amazing movie #womaningold thank you Mari @ Fontainebleau, Florida",9
@user No cause Im laying here in my feelings,2
With my fave #eastcoast #westcoast #primas #twin @ Edison Twp.,3
The twins the Cats @ University of Kentucky,8
#TBT with my luh baby @ Arie Crown Theater,1
THANK YOU to everyone that came out Thirsday Night to @user !! we had an incredible…,0
The best way to spend my Monday evening #irishmusicjams @ Charlottesville DowntownMall,1
It's on #samplesale #finejewelry #gold #platinum #silver #diamonds #cognacdiamonds #blackdiamonds…,8
best present by far #floorseats @ University of Notre Dame,1
#peaceful #zen #kayaking in December love NC @ Shearon Harris Reservoir,0
i wish i could stay in this moment forever @ Six Painted Ladies,13
'MURICA #ZTPShrek #HillsideOgres @ The Round Rock Express @ The Dell Diamond,11
"Keep it 8 more than 92 with me @ Springfield, Ohio",15
"What happens in Vegas, stays in Vegas! @ Las Vegas, Nevada",11
"Roomie Halloween @ New York, New York",0
All sorts of happy #sfgiants #nymets #heartistorn @ AT&T Park,16
Oh oh @ Rockefeller Center,17
The detox bowl with bee pollen @ Vitality Bowls,1
My #browneyedgirl at #stationcovefalls today. She hates my phone & doesn't like having her…,1
"""Be like water"" - Bruce lee :sonya6000…",18
Blue Crush Metallic 6-cyl Camry XSE come check this beauty out at Harr Toyota!,4
"@user @user @user Thank you for this gorgeous, thoughtful review! It means more than I can say.",0
#YTNextUp #classof2016 @ YouTube Space LA,3
It's true @ Target Chicago Wilson Yard,3
"""My face got in the line of sight of the camera "" #whenyoumissbae…",2
"life is meant for good friends & great adventure @ Telico, Bald River Falls, Indian Boundary",13
"Exploration and Documentation @ San Francisco, California",18
This shop is very hoooot!!!! #footlocker #northgatemall #northgate #sanfrancisco # sanrafael…,4
"""Difficult E"" is back at it again.....He's hugging the block on you Chumps …",2
i can't take it b day girl going crazy #textgram stuc_n_myways @ Chuck E. Cheese's,2
"New year, same US @ San Francisco, California",0
"Oh, hey Jack @ Revention Music Center",2
Pretty pretty pretty. Love these views. #nofilter #tucson @ The Westin La Paloma Resort & Spa,1
"My whole world #MyBoys @ Mayhill, New Mexico",3
Loving my big and my new fambam @ Delta Zeta at Plymouth State,1
Repost from @user using repostregramapp - Ugh so sexy regrann from micherryblossom -…,4
#TGIF #LetsParty #Dab @ None Ya Business Inc.,2
"Missing you and Tennessee You might not be the best Euchre partner,…",3
"Inappropriate t-shirts to go with the conversation our 5am class wasn't using their ""rest""…",14
Wouldn't have spent thanksgiving eve any other way @ GENERATIONS RESTAURANT & PUB,1
"#nyc #manhattan #love #eua #usa #come #ny @ Manhattan, New York",11
"Go back to Springfield,IL @ Forest View, Illinois",11
Loving that our #rosegoldwedding went a little viral with over 4K likes.. That's a lot for us …,5
"She the Real #MVP @ Madison, Wisconsin",2
"Times Square with my @ New York, New York",0
@user you're the sweetest thank you baby doll,0
#MiCza - A Christmas Tradition #NativityScene #PhotoOp…,17
"That moment when your mum is vouching for you in public, but she doesn't know that you're a lowkey bad girl.",2
Birthday dinner! @ Texas Roadhouse,0
Happy late Valentine's Day @ 620 State Restaurant & Catering,9
"""where there is ruin, there is hope for a treasure."" - #rumi first time smiling all week,…",7
"He's homeless but his sign said ""I'll do the running man for a dollar"" -#runningmanchallenge…",2
Needing to vent to #oomf but I have too much pride,5
"@user jrock..Thank you, miss u",9
Finally with my girl!! I've missed her so much! 36icaty @ Taco Flats,0
Thank you to all our troops #MilitaryMonday @ Bank of America…,11
"My favorite time of the night and place to stroll. Bright lights and peace~ (@ Times Square in New York, NY)",0
It's #nationaldonutday Repost from @user - Talk about a great snack (or meal) at a…,1
No place I would rather be • : @user #LA #zoela #zoechurch #zoechurchla #worship…,10
At the barre || : @user for lululemon SouthPark @ Hilliard Studio Method,10
Congrats on initiation! @ Trophy Club Country Club,13
happy 8⃣5⃣ birthday to the best pop pop around Ralphie boy only 15 years until we go sky diving…,0
First day of school tomorrow but the boys have already been workin First meet this weekend…,6
: ayluxe @ Queens Museum,10
Blurry but it's fine @ Chicago Bull's Game @ United Center,0
Live. Laugh. Love. @user @ West County Center,10
Strom girls are the best girls @ Elmore Stock Farm Barn Weddings and Events,14
Last Friday in ATL #LVLUP2 #Raw #FreeTheWave #A3C @ The Haven,4
"Ready for the red carpet. Thank you, Drew, the makeup ""artiste""! …",9
"It's my birthday & I feel like I'm on top of the world!! @ Time's Square, New York",13
